Distance,CostPerNight,Label
1.3558686655172631,425.2755286822703,Hotel 0
3.022855877404383,368.0652942482661,Hotel 1
2.6892149683566844,357.2157109780166,Hotel 2
2.2564001224736705,377.8618291183877,Hotel 3
1.5088225811835483,337.2177453778818,Hotel 4
2.7196208795145944,475.09688679750707,Hotel 5
3.171108211231174,528.2246174995246,Hotel 6
2.0753224469604232,432.66993571813344,Hotel 7
0.5339839873728851,398.82344300901036,Hotel 8
0.7765323916951754,326.7529872485709,Hotel 9
2.3726171151756583,387.7606665888197,Hotel 10
1.665198320896742,529.1339921836485,Hotel 11
2.313306625377186,348.65508232605333,Hotel 12
1.6364628494040439,401.0963301525616,Hotel 13
3.2157275331181667,572.5044049700564,Hotel 14
3.021676292541189,494.7144586770275,Hotel 15
2.434996458327051,520.7812163557817,Hotel 16
1.8215574843320606,367.58185259244976,Hotel 17
1.344080902149272,409.083057160054,Hotel 18
1.033961844765972,472.70997823200156,Hotel 19
3.1863626420232136,472.2853906605707,Hotel 20
2.8258525080867187,352.77798079019084,Hotel 21
2.513190414430826,443.6510429959135,Hotel 22
2.8758474812945756,351.3392784608533,Hotel 23
2.317688028988603,459.52772771116287,Hotel 24
3.535199763598559,493.85075396888163,Hotel 25
3.1637518953177346,471.5035312248418,Hotel 26
1.8405033499025598,334.63638691560305,Hotel 27
2.8508540393620563,375.18042944273134,Hotel 28
2.5177108102513577,516.8372590654053,Hotel 29
2.5366547572603952,401.75361099073376,Hotel 30
1.9236870073918388,410.53285451503814,Hotel 31
3.0138053618219365,459.74754723812316,Hotel 32
1.8552704880868105,372.9001758097616,Hotel 33
0.19137310940175745,385.706472636749,Hotel 34
2.928635214558467,580.1283529651769,Hotel 35
2.2687974508857125,466.06903156677515,Hotel 36
3.1431369549433654,489.3646672376669,Hotel 37
1.1432637446975613,534.2756599635676,Hotel 38
1.8963022433385457,295.5032345894678,Hotel 39
3.2041178399832093,422.391501050732,Hotel 40
1.9518706919065467,444.44363977480174,Hotel 41
1.4213127623850115,313.63859912263194,Hotel 42
1.8761643653518119,256.5095739289344,Hotel 43
1.6334843632243303,422.85947796974176,Hotel 44
1.8502821182283953,265.76926058138184,Hotel 45
4.502131269058174,471.1584919257007,Hotel 46
3.0092569270799157,270.0987277500489,Hotel 47
2.2706374329862182,442.7649362657934,Hotel 48
2.1739579961037987,619.0316818928724,Hotel 49
1.7900200579612484,454.91455570332977,Hotel 50
2.434437020825816,439.448784328017,Hotel 51
1.5163027783909815,442.32255042620136,Hotel 52
2.1129101051766477,455.60734974884866,Hotel 53
3.1849263467003026,349.9706482531537,Hotel 54
2.299114818889512,398.4215703687727,Hotel 55
2.6733636013139974,408.4182888935591,Hotel 56
2.2663970162482023,369.7969470012048,Hotel 57
1.6427434118846709,507.0506632150214,Hotel 58
2.4054178106960373,483.92152725240055,Hotel 59
4.473480175557121,414.70410429399834,Hotel 60
2.4549467636441555,334.47162355450047,Hotel 61
2.0924253418185295,594.8370685267707,Hotel 62
3.9696564225259787,474.3512199355809,Hotel 63
1.7175211211787857,401.8721193285142,Hotel 64
2.39237243659412,369.69593649880034,Hotel 65
3.3193670369966948,432.49670237879576,Hotel 66
2.1659634669679693,419.24876827450765,Hotel 67
2.667295019529107,348.352169847767,Hotel 68
1.535954805868156,448.23719878323425,Hotel 69
1.4761218021121674,450.42489542861665,Hotel 70
1.9878781571256887,376.8047643742949,Hotel 71
2.6829474904582353,577.1280612889316,Hotel 72
1.5935565840775392,337.72944021247037,Hotel 73
2.068927679158679,492.9483012612302,Hotel 74
1.7928081931847992,432.62844441006547,Hotel 75
3.923381945282611,517.0193152350508,Hotel 76
2.4430019254405995,496.37043230756177,Hotel 77
1.5135620894929955,362.84875111951806,Hotel 78
2.8471208259107446,440.58480759201905,Hotel 79
0.0,341.9338890807048,Hotel 80
1.30360673933227,328.04587812053177,Hotel 81
1.9996317893300515,479.01094047431917,Hotel 82
3.521508885493842,439.5852760805061,Hotel 83
2.559138938858562,415.2582997999226,Hotel 84
1.9667815717235246,489.8887495563575,Hotel 85
2.823851871637445,352.7552900542263,Hotel 86
1.4423652810831067,288.0034649053594,Hotel 87
2.98444183443523,378.44326795748856,Hotel 88
1.8628139515715203,574.853411278166,Hotel 89
2.3095616849444434,301.364021281658,Hotel 90
2.327551178268302,541.730542526175,Hotel 91
2.17465845810757,563.8499202261712,Hotel 92
3.0012653231797484,460.2218090440064,Hotel 93
2.147066558876086,382.91336901974046,Hotel 94
1.5338966985383404,441.0131176921824,Hotel 95
2.2073751500517034,236.86127722720644,Hotel 96
1.8617889056906267,295.49689120543655,Hotel 97
1.8755110318911494,441.93419506581046,Hotel 98
1.8314585986454683,380.70145512266345,Hotel 99
2.8074606932670667,587.7855865712794,Hotel 100
2.6431905328620857,389.1787254493923,Hotel 101
2.430389997726216,326.94202493490104,Hotel 102
1.7299223665561922,279.53449343677124,Hotel 103
1.8067842133679215,551.3086108651406,Hotel 104
2.88897738790262,426.95955865894786,Hotel 105
2.400561447690882,509.15918428185466,Hotel 106
1.7597695634202346,479.5610331428361,Hotel 107
2.20898471991474,563.4444877947061,Hotel 108
1.6073944409747072,427.6025503496938,Hotel 109
3.4688640455616073,394.635718301194,Hotel 110
0.7082753584115316,342.8279727832858,Hotel 111
2.5721920663997406,384.9073037413521,Hotel 112
1.1966931563716237,482.32886430809407,Hotel 113
2.5627159844028586,275.438193234528,Hotel 114
2.5627371804089267,579.3497516241308,Hotel 115
3.3708922925209364,298.02917648760575,Hotel 116
1.3845529798180316,403.8420898152304,Hotel 117
2.037248005287452,451.2108865226601,Hotel 118
3.219140201382164,510.90536663833814,Hotel 119
2.142720221009297,491.9940474423716,Hotel 120
2.409788175891777,269.88839125672075,Hotel 121
