X,Y,Label
4.171412610102782,80.83170517730464,In
1.0365290085223173,190.9388335600048,In
2.840534577846644,143.5009826449028,In
3.753158736980131,84.51184150642587,In
3.495627902259619,53.86679607910348,In
4.261338113772954,16.15661527464185,In
3.6943381499983294,64.60597861824742,In
3.1871240675793375,132.0801151373072,In
2.390571630343629,138.48383891126772,In
0.8483529899827498,231.16470789365448,In
2.3914718320465846,129.8783792880268,In
1.6293890581575943,203.42935437449208,In
2.9327319554423603,146.58631332658152,In
4.2859204075309645,25.81258630797869,In
1.570255376135058,149.4790030730823,In
5.2842725564088315,6.643552365927576,In
3.5665081967200996,105.8724579120805,In
2.6576535392307385,122.36744980686527,In
2.9533623921911047,105.28716624125279,In
1.127013226525686,238.06277871931428,In
2.6960252139069723,147.51982768919595,In
4.476297962235717,109.48508798014217,In
2.2833842945431257,185.5016674968105,In
2.2567553041958424,175.44999351412966,In
2.7960306764502576,91.22883762210884,In
4.3185535136787285,22.00924074998072,In
3.6860949635938653,101.88111180632845,In
3.238090404479715,152.15149321992516,In
2.534957113430778,167.1964136102764,In
3.768692202854257,68.19943810484133,In
4.529933497239778,50.95490099868441,In
3.3253177706203836,125.99515794739914,In
3.178607471708475,93.12436177147221,In
3.638361459389775,129.27942054240557,In
3.458989118291454,47.19041423957286,In
1.513582110270543,186.76635120467176,In
3.9656196680904685,32.233694377877114,In
1.9855611409107115,153.68341287366368,In
2.7247804700604004,129.13747018318438,In
2.9290214040089926,139.2406257964676,In
3.955222136963753,89.42221946873538,In
2.908399119975394,120.30025631210599,In
2.642445811071423,145.97231097606968,In
3.35231254987463,139.47541808245654,In
1.5059761596147154,208.5709242024226,In
1.7284151364791633,130.29333426227413,In
3.425285134057793,126.43001933609216,In
3.1797529078761353,115.98493457657706,In
3.4303915475425857,95.78172985537716,In
2.422245437493349,135.65702294975262,In
1.9740161407010357,120.01956979400914,In
3.166075640224394,120.23772604430768,In
4.0000202400965605,99.0206149186867,In
2.262278897226476,121.03557308847563,In
4.896008182207632,64.40700707045661,In
2.9150907377745034,123.5911886917257,In
2.3857373037183263,131.2956753697361,In
3.860895144775877,116.06236943276014,In
4.313912129899069,67.46388837214569,In
3.394124127184289,116.88800791840404,In
2.386449055355249,130.79234449726044,In
2.9158952795644746,114.95829039135586,In
3.1905830469220446,134.91255731281282,In
1.1917260483021224,177.76609147041515,In
3.9702708686736212,55.162743575893245,In
2.365194443020064,188.18233372367217,In
2.242613321834131,222.60069613762778,In
1.9952421683864998,183.30472652556966,In
3.1097818188924693,131.59748056733912,In
4.122290922584185,40.66392812266437,In
2.6507581112463643,112.85595000303569,In
2.635999585265376,117.61805087293084,In
3.292952556513691,80.03945216114266,In
2.8568947950142016,87.38083799507343,In
3.953939754786141,84.90940812768352,In
2.0517259007652577,177.06877778289032,In
4.381722294610679,64.95771427173867,In
4.6630262426813225,13.950456333172141,In
2.8642918177211256,123.29814512666262,In
2.2733923698967553,179.03991096887648,In
2.6403334471885946,147.39416183628734,In
3.4359821179997008,100.49352034625481,In
2.7826576138061285,123.74968561146947,In
2.405276400672854,124.1296235485326,In
2.64353664962395,87.31870967734396,In
2.1704520267717737,222.59995483600323,In
3.4941773571485024,111.16555910250982,In
2.8923576845004217,151.34930497397167,In
