Distance,CostPerNight,Label
4.437765656489303,827.7442213033675,Hotel 0
6.427696845147977,809.1211370670044,Hotel 1
5.206522764544931,622.7295736089144,Hotel 2
5.830741337091622,710.147865651053,Hotel 3
5.816589207096175,461.65049956041406,Hotel 4
5.275117724205705,859.6899615233282,Hotel 5
6.326817607222212,631.9564504088964,Hotel 6
4.788989427030042,486.08706523580065,Hotel 7
4.7493660855408315,629.368653576382,Hotel 8
5.965820638485021,522.9611593594632,Hotel 9
6.943037346927387,682.2455270068697,Hotel 10
3.1804808135689377,810.2162484705647,Hotel 11
0.8484549620082049,908.3312721226562,Hotel 12
8.846516852903884,848.75621889876,Hotel 13
9.45373091544689,497.5922413654744,Hotel 14
8.062136079672712,1044.4245453723186,Hotel 15
5.4129710263040405,499.4638996535617,Hotel 16
7.873616924808213,851.0588964411461,Hotel 17
4.816459061404685,640.1811760008752,Hotel 18
9.372164136005008,842.8296592084666,Hotel 19
1.0186641737115423,966.7621409913876,Hotel 20
5.371111028409047,699.708478826557,Hotel 21
8.992397706342008,620.6794535557443,Hotel 22
7.319460466076118,703.2304570471136,Hotel 23
8.152676129866585,783.3736778763448,Hotel 24
6.35350292560502,1205.420826769795,Hotel 25
11.236311085453156,792.6187135247153,Hotel 26
6.574408581121536,727.4813091827008,Hotel 27
7.5032413245108485,769.3509060869942,Hotel 28
5.884600823455898,560.8373614118806,Hotel 29
7.419629230322224,774.9777047423413,Hotel 30
9.01217200900948,584.4690329134961,Hotel 31
6.956705650852711,754.5839906709809,Hotel 32
6.76930727275902,820.6778298928693,Hotel 33
5.273693940545153,845.5778815513667,Hotel 34
5.547318783100744,853.3656481309754,Hotel 35
8.480354610014853,619.9001262833589,Hotel 36
7.88106983577417,774.0902371949996,Hotel 37
7.567066982983965,516.2673209326626,Hotel 38
4.854094598613258,913.5726648790638,Hotel 39
4.8240725287420085,663.5326567874965,Hotel 40
7.825591558175166,662.9096489722806,Hotel 41
8.850846370122655,647.5246379450112,Hotel 42
2.8123491273587895,1059.7079998509257,Hotel 43
3.545471779876584,879.1384556786414,Hotel 44
7.107055708146718,1009.8558619226687,Hotel 45
5.8319417581508475,1175.399916161696,Hotel 46
8.14901812104747,977.4450811729469,Hotel 47
8.560710549080039,892.7883551953671,Hotel 48
6.6861193816913955,675.490461024953,Hotel 49
6.38016599792123,737.6337094713417,Hotel 50
6.9631510773383125,1018.5186704750996,Hotel 51
7.991609416290623,990.704465515275,Hotel 52
4.606615124816072,575.7949212256501,Hotel 53
10.120475153550146,633.1063544265915,Hotel 54
6.449126933497689,266.76631411366606,Hotel 55
4.699273705272493,933.0754659049052,Hotel 56
6.281578059939027,703.5929122986506,Hotel 57
5.749846219177763,596.4034792152273,Hotel 58
6.787050578409682,1068.540444124736,Hotel 59
4.77364290023859,876.6870545918455,Hotel 60
6.48395819500082,965.9368999050911,Hotel 61
5.137668411297444,738.5290764129595,Hotel 62
6.616252384025567,700.4029480707101,Hotel 63
9.255723164575274,801.7102524053572,Hotel 64
7.93780272400964,675.9180330577547,Hotel 65
8.20719073540576,856.2692707855873,Hotel 66
5.468836230526533,823.8388224964425,Hotel 67
6.40952817288703,608.928337393124,Hotel 68
7.422158935181093,1271.7703147777781,Hotel 69
9.455593102005597,838.3564231728152,Hotel 70
5.674917441868294,738.8219442473672,Hotel 71
8.388052023066933,873.6838981478343,Hotel 72
5.75279256484895,584.7290567348267,Hotel 73
3.005528299239275,597.802289441058,Hotel 74
6.303226994340717,672.2758114671689,Hotel 75
10.210560372421453,662.6189185255269,Hotel 76
4.325255693457619,1046.3938938817903,Hotel 77
8.200095617566594,692.0303739935434,Hotel 78
5.4868669792718885,859.2070986047149,Hotel 79
5.433728558718929,832.4423777636097,Hotel 80
6.299396906691374,917.0631683092147,Hotel 81
9.28623283703831,405.0570852228809,Hotel 82
6.08695722543931,741.3631887835139,Hotel 83
9.469297982290467,871.4670629449546,Hotel 84
8.169468596759343,703.8164385877988,Hotel 85
0.0,591.5832214282015,Hotel 86
8.870612914227657,1124.0601219390253,Hotel 87
5.4128044287904995,981.6246220941864,Hotel 88
11.034372522743116,741.8694340297072,Hotel 89
6.6657201554787315,339.54607700158954,Hotel 90
8.239718808797726,806.9347947760629,Hotel 91
6.476490301136376,759.1381617433615,Hotel 92
4.8182833010388,636.3492235935598,Hotel 93
8.945952346902404,734.0134080910343,Hotel 94
7.259997832364613,646.604612361976,Hotel 95
6.160923687212066,545.3546578064827,Hotel 96
7.9602748717067255,930.5591618782315,Hotel 97
3.0603491742992226,876.1991467493796,Hotel 98
7.997730787728189,586.581833113628,Hotel 99
6.102718447622571,1018.5796264767325,Hotel 100
4.874893661496754,1258.0824005776085,Hotel 101
9.394626931096884,793.5725912942022,Hotel 102
6.659741343457896,650.478464085039,Hotel 103
4.4908404150345955,714.1940306935627,Hotel 104
