Distance,Cost Per Night,Label
4.566166885239149,484.9782450282576,Hotel 0
4.536883883168073,777.1155266924264,Hotel 1
5.099946352896937,1003.2580152259271,Hotel 2
3.3140104407148234,699.7264189748373,Hotel 3
6.077700851593124,490.05938184504225,Hotel 4
4.4924139134792185,593.1819237731409,Hotel 5
3.366175874931774,826.4193462438243,Hotel 6
6.52818805679256,533.7277354780772,Hotel 7
3.0584231911879294,525.9071856984342,Hotel 8
7.214825031056173,920.4296068037827,Hotel 9
5.355227433874725,962.7186869919232,Hotel 10
5.554344473322168,1190.1938822702423,Hotel 11
4.29344652721894,903.729319885055,Hotel 12
2.6974292004096423,956.8563566970446,Hotel 13
4.8119353106598926,1209.3818560501084,Hotel 14
3.769686740721528,585.7543768121786,Hotel 15
3.598473188344232,868.733092161252,Hotel 16
0.8865744162115607,1072.757322058245,Hotel 17
4.544621900775075,896.2500642111512,Hotel 18
4.068496043081402,778.6968294780888,Hotel 19
1.0997769300505675,429.2700052217742,Hotel 20
8.723649172546548,767.8688261171059,Hotel 21
2.0055987849373973,913.604160498069,Hotel 22
7.065291472778682,1201.7099525951567,Hotel 23
5.567715191854578,818.5466804126683,Hotel 24
7.207334640832861,992.1690831108473,Hotel 25
4.346580206296828,868.2178288298103,Hotel 26
4.3300321326628275,989.9096330965627,Hotel 27
4.560201757301292,753.3613002369166,Hotel 28
6.706806453057814,854.195414293678,Hotel 29
3.818945379281608,1115.416859274056,Hotel 30
5.31049556997318,1093.2203723413713,Hotel 31
4.430010720352108,1043.6340456055173,Hotel 32
2.139864266309248,517.2150471993051,Hotel 33
7.626420212711524,602.4317450452135,Hotel 34
5.054298695189894,803.2515852796694,Hotel 35
8.625574209944926,764.1091272670583,Hotel 36
6.079018355939975,834.8610512394949,Hotel 37
4.929711187696344,508.44028291159094,Hotel 38
4.501915596819246,623.7072281016225,Hotel 39
6.31762958270035,923.2116073178238,Hotel 40
2.9112234153639327,915.3452668494966,Hotel 41
8.098849362170139,594.9919610697048,Hotel 42
4.941201127868583,748.775696221194,Hotel 43
4.042495097457359,1041.9782458767,Hotel 44
4.250296796379735,808.0078942966583,Hotel 45
4.5554753343738605,751.796392127269,Hotel 46
2.464556092059469,853.0161946182934,Hotel 47
6.673930662853294,1171.4672282728154,Hotel 48
7.685222259150897,597.441854936652,Hotel 49
8.07310783726805,1047.1528138684607,Hotel 50
7.526553110539488,724.3057238969448,Hotel 51
7.906517207414818,857.6858402626222,Hotel 52
4.963309203861528,931.6543717745584,Hotel 53
3.2525751061672716,580.2566747194319,Hotel 54
5.314662360178026,1073.7506209356802,Hotel 55
6.405565652580921,503.2663694878544,Hotel 56
6.0072425953674315,1006.1308653706968,Hotel 57
6.02975509561906,885.4774530937741,Hotel 58
7.205251041163546,810.8408093583487,Hotel 59
3.1536854992388133,477.55770632400436,Hotel 60
4.2044185650931105,1095.7579537676288,Hotel 61
3.3833202321457168,697.4931425717178,Hotel 62
3.099129446644575,705.9266462978999,Hotel 63
3.5999903019845942,1094.8844981426266,Hotel 64
3.123525395349846,976.69759930129,Hotel 65
6.7377490491790475,1102.5727470028853,Hotel 66
5.217083579220193,1023.053478548007,Hotel 67
6.471815974262753,766.9895507202364,Hotel 68
7.140445600620055,954.3090789063094,Hotel 69
8.749271685645418,743.7451744699957,Hotel 70
4.686269212918108,159.06176695352127,Hotel 71
5.310806685317764,954.9419119313443,Hotel 72
3.0686303525810565,989.5724758798759,Hotel 73
9.212892091565568,875.986387156016,Hotel 74
7.852543752001907,478.20266747015205,Hotel 75
5.046024098307528,583.3169777741821,Hotel 76
5.066299493868717,923.4536477515343,Hotel 77
4.214493367476263,1035.464583143598,Hotel 78
5.335208660653858,915.6152330973479,Hotel 79
3.5364952155812093,616.7259380430385,Hotel 80
4.786974432106064,730.5661901025129,Hotel 81
2.794080168917629,616.8938440785728,Hotel 82
6.010435887456298,257.099950376773,Hotel 83
3.640313035981742,883.280468429386,Hotel 84
5.728425876565922,621.2149057771529,Hotel 85
4.356959559035992,990.9108520255278,Hotel 86
7.362435406818601,747.6671259985582,Hotel 87
4.694958840267577,882.9823604006742,Hotel 88
6.243397019589629,787.7817241356119,Hotel 89
2.0587913151307276,630.4365583273351,Hotel 90
3.339187342348533,571.450445004081,Hotel 91
4.147041022971196,1090.3224176894032,Hotel 92
4.209845590659243,554.676648213778,Hotel 93
7.1293452494717595,784.5005305008842,Hotel 94
6.156840623318339,646.5501768890786,Hotel 95
6.298377748244178,478.276948686669,Hotel 96
5.602679716072919,708.399443079527,Hotel 97
4.487746597887796,611.166083001053,Hotel 98
5.281118120861065,385.8580884006507,Hotel 99
3.226946420981541,951.8925702944335,Hotel 100
1.9382325896693633,1006.2059868626251,Hotel 101
7.577521092755091,873.3669191963909,Hotel 102
5.720539142901598,894.1035965708572,Hotel 103
4.584239170674714,1107.0681579885847,Hotel 104
4.793053048061099,733.3590211045143,Hotel 105
6.73141412741758,801.7738246874698,Hotel 106
6.843074787272199,1095.5790924744701,Hotel 107
3.2446110550301492,874.790272395315,Hotel 108
4.001435050348762,923.3339108475719,Hotel 109
6.028431876661595,1038.0988449284362,Hotel 110
3.4754117498729693,587.0554050254208,Hotel 111
2.980395952085662,898.7818804530359,Hotel 112
5.197199955531404,295.28016656675675,Hotel 113
1.8834241483083316,1002.5497098492887,Hotel 114
2.342406736071627,740.5080504626551,Hotel 115
5.265005831278476,887.0147999396548,Hotel 116
4.65395887580929,1246.2346392430368,Hotel 117
4.083296345980039,1196.220725491234,Hotel 118
5.69981411219477,825.4124118065955,Hotel 119
1.1410288332884466,872.3515417943489,Hotel 120
3.3604735290223546,667.4869166113752,Hotel 121
5.8996104094389725,1077.6551114167153,Hotel 122
5.682788093824633,573.8033692773362,Hotel 123
6.106706323460598,774.070055423085,Hotel 124
6.5471336068434125,470.7192937321935,Hotel 125
9.103664913476052,887.4192706726404,Hotel 126
1.1291416831733683,781.588107244574,Hotel 127
3.106188242667762,735.9814636189486,Hotel 128
5.409676318021488,632.7253159348924,Hotel 129
6.3768407600620005,971.2650975596415,Hotel 130
2.853896240766012,916.4403808366156,Hotel 131
7.7988866916907265,1113.9673801706754,Hotel 132
4.2797456735712345,593.4194263822865,Hotel 133
7.305159608693589,829.5922408192387,Hotel 134
4.636824383983436,875.3568947151725,Hotel 135
4.412064835159729,1149.2628492954188,Hotel 136
6.830487416181212,491.2595417959064,Hotel 137
7.261234922176361,741.0719791917646,Hotel 138
7.937116993844344,591.8698947302742,Hotel 139
3.579084588747893,1231.967728281385,Hotel 140
6.632150921547017,1086.4628322146466,Hotel 141
7.633237861861196,934.5258213483992,Hotel 142
2.1456603345592162,740.5054105115639,Hotel 143
3.607314409079919,1089.0379053269157,Hotel 144
3.913189821629274,803.6864595492478,Hotel 145
3.714073861504802,837.8897534395132,Hotel 146
4.890042223988177,614.7194197056742,Hotel 147
1.7645583791645065,436.70005713994306,Hotel 148
7.756572866743023,528.011293555906,Hotel 149
5.0548687353711115,986.1230928200036,Hotel 150
7.316624999461722,909.8470825437489,Hotel 151
6.908420423477817,981.1058826566685,Hotel 152
1.588181775478838,776.1184552225706,Hotel 153
4.805526672726068,1117.7313911084807,Hotel 154
2.926059128975057,589.3715738622095,Hotel 155
5.670483435231964,703.7127322314304,Hotel 156
5.7386344471712505,330.04282543770165,Hotel 157
6.634899893152635,800.8464407021723,Hotel 158
5.494064614771554,784.6846526678455,Hotel 159
5.766363307935407,892.1779826369724,Hotel 160
3.439527833846314,633.2234076810505,Hotel 161
5.88166948758441,891.5321872266591,Hotel 162
7.134290204167096,1028.6709022808232,Hotel 163
3.2725615285139327,532.2055367771748,Hotel 164
8.934425616767538,724.2834962052852,Hotel 165
4.269844475195857,777.4299312221801,Hotel 166
6.8892941086208594,1219.4690066857142,Hotel 167
5.885362820826135,1101.32897479588,Hotel 168
7.432583965442365,1076.4445601791754,Hotel 169
2.8862971822725334,983.3066426702912,Hotel 170
1.4512241471524843,780.8269560286823,Hotel 171
4.9940033461579665,1030.923843805931,Hotel 172
6.363794330870695,571.3094473384036,Hotel 173
5.980194427043635,658.9132502373589,Hotel 174
0.0,719.092823763195,Hotel 175
5.460876854956927,724.0195749252252,Hotel 176
3.1457404334726538,419.2859919298919,Hotel 177
7.125778774627031,885.4681523546307,Hotel 178
8.235546694642736,772.3420405706182,Hotel 179
1.7917629902442007,631.2848806465352,Hotel 180
2.0156057676883963,1068.803232210291,Hotel 181
7.484117778769965,542.0506334322249,Hotel 182
6.321614318656757,1039.5950967736808,Hotel 183
3.7082672561105694,757.535084395937,Hotel 184
7.498147269721792,973.1402370397315,Hotel 185
4.935171814033442,1120.0435060608665,Hotel 186
4.778929535597007,847.6539835351966,Hotel 187
4.007178417907063,703.3481464527749,Hotel 188
5.438871430570745,773.2300197694015,Hotel 189
1.994539483990518,690.3099462841432,Hotel 190
5.2620214834374455,612.5701990323446,Hotel 191
3.758158678798946,730.757340785097,Hotel 192
8.677844470836654,583.9079681533364,Hotel 193
7.263825933873757,1072.6029284200067,Hotel 194
3.959402920490036,1030.7850192559442,Hotel 195
3.516498687893801,821.4593865402333,Hotel 196
5.96540363190475,1136.1737149024539,Hotel 197
5.328719788844854,1051.8302038248808,Hotel 198
6.902500115112833,605.7285598690478,Hotel 199
0.37292953976515664,695.8456704499201,Hotel 200
1.1225531721146904,407.60679223108986,Hotel 201
1.7396810570508658,380.01987610945565,Hotel 202
1.8064732864728912,349.5696742990294,Hotel 203
1.849653718363917,320.61003148904916,Hotel 204
1.9301000282893632,298.57762861950306,Hotel 205
2.418981213335475,261.67521570112797,Hotel 206
2.5615529769349594,236.96578861606622,Hotel 207
