X,Y,Cluster
8.643342434757434,13.036943041792572,In
8.230943367111475,10.695844429378216,In
7.3404346429710285,15.226089108248495,In
8.814917579306847,12.40067234934478,In
6.852732773029045,11.788049018665344,In
7.222357703265394,12.497433258886439,In
8.22593257990993,11.517024572974213,In
8.219233364042573,11.228314877518773,In
7.62970731168285,11.958391405626301,In
10.680740234321437,12.55523126624688,In
8.198565707881905,11.418294852389696,In
9.019384643524866,10.907910270463168,In
9.22415650902493,12.811960251285893,In
7.577699829336124,12.375172311502265,In
5.963356672252784,10.78700130509917,In
9.012433527355698,11.498864769585076,In
6.944679033055669,13.05041631371083,In
7.014947670942419,12.62856071626496,In
7.483118947854286,12.70560525118708,In
7.98813366070392,12.868978520465582,In
8.389856018234457,10.653534079221247,In
6.999203807297707,14.468613954715089,In
6.350589061605518,12.764979332389892,In
5.527923199033291,13.093316055597889,In
7.681065419670357,12.710492720566688,In
7.57553545995747,12.248407397927245,In
7.619012200729618,12.315060538430831,In
6.981157762089412,11.344708060950175,In
8.032496580754225,14.596087507654811,In
7.14074023405651,12.404291473084205,In
8.379906960927743,13.221881664141861,In
7.953906668284402,11.690066513266377,In
7.027375416989942,13.243364323386015,In
9.412714664429252,12.704896470148737,In
7.3559884575425425,10.661151113854508,In
5.928881576512579,11.70683893309398,In
8.396587476919617,13.658722578802632,In
6.808027300446728,10.664616792905743,In
7.525856919626699,12.700880113951154,In
7.136640302778929,12.238870343879341,In
9.484907889700038,9.749273301733556,In
7.51420424177602,11.70341130992068,In
7.636052915982337,11.661430289093238,In
9.24221153034137,11.14007354498349,In
8.16335106419356,12.274226250893054,In
9.51326943559404,13.586314587097107,In
6.569898171010044,11.565946415261237,In
7.974099763462403,13.117705422508337,In
8.427257257030393,11.94466792819984,In
6.863413061739044,11.079697612835606,In
9.376711608038207,13.133819834571725,In
8.448290398258017,13.222029318721685,In
9.847381222775478,13.523168525091384,In
8.842664215738676,14.120141112930655,In
8.654939201915187,11.73589919314077,In
8.46192346687576,9.86626524921094,In
8.88508800568177,11.05411826535142,In
8.90055935549318,10.819548373051536,In
8.622930983363776,14.993315793923834,In
8.179918604759074,12.455541231003576,In
8.723377788070493,12.564646663569198,In
9.483247860215748,12.672935001275714,In
8.363152880501428,11.62243309535927,In
9.159931998521152,11.440400566553711,In
8.546124622833219,14.547720421839976,In
8.419807562192535,11.385093214607338,In
6.308307213938335,12.418048441741016,In
7.308247097974237,11.169884308115538,In
5.0,12.889405606539695,In
7.658595514271994,13.986391990917955,In
7.150212684119304,11.640413425652866,In
8.18283286768446,11.676324348136877,In
6.941770921456076,11.97272487111492,In
7.749536788468729,11.095046197650344,In
6.7698204882131865,13.320016061185168,In
7.414787422635267,13.197011106405874,In
8.362392469959731,11.969910910706076,In
7.571272785514727,11.250549347679328,In
7.514845707644138,13.767893849795183,In
7.809821271493944,11.769001435252171,In
7.813326627412696,13.181693936948172,In
9.772025601412247,12.233604175931472,In
9.080678808702057,12.271586439572026,In
9.122928610265214,11.754514602196096,In
10.080632085907215,11.292175001828177,In
7.893512443452094,12.42752178786352,In
8.152543599676253,12.234042043103386,In
9.090991912064789,12.71191393872888,In
8.829971875128997,11.83128709301046,In
7.941107156648131,12.775850085669834,In
7.575599791261606,11.75097059851759,In
7.56775766239278,13.475546638117622,In
6.591102151396143,11.660954460565884,In
6.737429593994499,11.414305241184957,In
7.595126771907175,13.835321688765703,In
8.792991277571154,12.196008633185956,In
7.9801432963220105,11.338138260088853,In
9.436865101639325,12.268748330223522,In
7.757096040958814,10.200145272566068,In
9.287455202328932,12.692272157670816,In
9.456886476691611,11.115527632354752,In
8.855578991818144,11.949186787993039,In
9.301399576422952,11.909403660497606,In
7.117886314169481,13.564066162891265,In
8.714260159605843,13.431606458801912,In
7.8897322037058935,11.158318427736814,In
8.52389547543077,12.160932173904602,In
8.371963549357663,11.19080281029354,In
7.42516437415626,12.605794430965812,In
6.781776707618606,11.159825330421032,In
7.207057798074713,12.63787683507324,In
6.055725308197966,12.500829419172213,In
7.582039771578799,12.222464244008933,In
9.65331743440592,11.766933626234529,In
7.382285161287493,11.81724935800716,In
9.670258283748392,13.816152144505624,In
8.800185061881434,11.709802861800423,In
8.315714623490633,13.724799591736081,In
11.18910272791613,11.728188492213807,In
7.43344842409689,11.79238505013236,In
9.438235213721276,12.809520916352106,In
8.30720421961734,11.63800612693462,In
7.686021585325067,12.152907443103079,In
8.937332117748184,12.137048818419164,In
9.48977289298196,12.232119925591256,In
10.286960081033207,13.489826656814031,In
6.536121621317651,12.519258560384408,In
7.746191034362689,13.363629634657897,In
8.838524094893675,13.465505280254648,In
