Distance,CostPerNight,Label
5.163668975371867,185.01740103999893,Hotel0
5.197747583372049,307.2543479018894,Hotel1
5.8095844700953085,249.48587901718284,Hotel2
5.194472768209998,163.79409627876097,Hotel3
6.533515105594136,138.49380233944157,Hotel4
5.321361580674458,400.59825545278215,Hotel5
5.408903422682833,226.10439408388277,Hotel6
5.522896056639765,284.6250676906971,Hotel7
6.290820482022053,144.22130782622483,Hotel8
5.187833261048299,218.64897624468097,Hotel9
5.568027857194305,313.68308971431856,Hotel10
5.869420036922895,217.73502097034049,Hotel11
5.418384765791463,363.44339941674536,Hotel12
6.053376004938851,185.75473754966663,Hotel13
6.0019669927725445,397.87804714745323,Hotel14
5.016009296931488,304.23393411849116,Hotel15
6.379372531916047,176.60226870845025,Hotel16
6.446636297652534,285.27425713599735,Hotel17
5.1370682879013065,308.9504386163237,Hotel18
6.029572482663307,428.70425783173863,Hotel19
5.328561651592216,226.5147286193636,Hotel20
6.228170176542657,116.38097946015402,Hotel21
5.871484939663626,317.89166662313045,Hotel22
6.090185945934091,267.3733991132953,Hotel23
5.059274854572021,204.17137177428035,Hotel24
4.433779328769426,236.98252470036485,Hotel25
4.023067520203269,303.7248649000891,Hotel26
6.374642410416895,333.9207027622954,Hotel27
5.610654543352443,88.66871324606967,Hotel28
6.087609787267732,234.82894185712797,Hotel29
4.788066552662218,392.8747457509036,Hotel30
7.368507058656607,279.1780409565651,Hotel31
5.120618900060417,338.41238930293827,Hotel32
5.180357719166914,247.6515423747252,Hotel33
6.4991797412821715,313.5695794951407,Hotel34
5.440474224440649,176.6973337114416,Hotel35
6.442388879857693,270.8694399976943,Hotel36
4.921174759438427,302.36659925216236,Hotel37
5.2282391733038915,280.99568639843073,Hotel38
6.756071383273766,307.6758166948094,Hotel39
4.984574578287664,186.5099011743442,Hotel40
5.541152945080099,260.29453271133144,Hotel41
4.406682823635062,233.0178250241994,Hotel42
5.801295757686591,189.66746422736486,Hotel43
5.9264318007851475,155.79718337534254,Hotel44
5.904865592924923,317.72488412371445,Hotel45
6.107727086633419,154.2840731817814,Hotel46
5.536096189321113,184.87782143876782,Hotel47
4.867856188508296,252.51303123141335,Hotel48
5.248046252499359,291.41975983060854,Hotel49
5.806070462796221,221.70109372378653,Hotel50
6.073378686703092,227.79576000124845,Hotel51
6.154581838154299,281.6523551311876,Hotel52
5.171444492273192,273.3282081715028,Hotel53
5.419906032406565,286.8886342904531,Hotel54
4.9629147214987075,216.16942586742522,Hotel55
5.643160507621289,404.7140111352144,Hotel56
6.077208328357779,328.7326198067855,Hotel57
4.7696934015076025,228.17683546175294,Hotel58
4.904213553409376,197.91347099916302,Hotel59
6.499262408628011,395.1580476720076,Hotel60
4.281153217015095,256.61937341425113,Hotel61
5.444988415757403,149.21405794838205,Hotel62
4.947137353809855,278.9228948452004,Hotel63
5.452400278666189,269.49848450812,Hotel64
5.149559051933864,193.1757576845547,Hotel65
5.513775539964925,292.60299350912044,Hotel66
6.552756726816158,249.23901426911402,Hotel67
5.315263391552179,329.7340553928359,Hotel68
5.014370241505373,223.41540777378086,Hotel69
6.074529883768633,205.8374469736469,Hotel70
4.6809129018253275,275.10592226579735,Hotel71
6.016680515680166,310.8307270669945,Hotel72
6.25139483837595,249.15029052321117,Hotel73
4.337085705586318,293.0158148555752,Hotel74
4.009241244626759,224.18071526429145,Hotel75
5.652477903238756,254.08831441714185,Hotel76
6.279945977104357,159.43114140149703,Hotel77
5.566261052888563,201.77380941092184,Hotel78
6.013151284102747,236.79712400119908,Hotel79
5.605142015058252,235.709642816417,Hotel80
5.331962031774506,333.16208179906477,Hotel81
5.2449896496432284,320.21787649685336,Hotel82
5.1794198327607335,314.0762252948958,Hotel83
5.079464132781773,260.5026851061406,Hotel84
6.178304127699074,143.8701020676868,Hotel85
5.1193624198555465,220.60164198758721,Hotel86
5.34042149216097,255.61226667443606,Hotel87
6.073481690198241,331.2608230936977,Hotel88
5.550452018907042,241.40084014482923,Hotel89
4.916106864526254,199.9301729778342,Hotel90
6.082341717691723,198.9580814785738,Hotel91
5.166666379216916,235.6075097554551,Hotel92
5.662480728817844,272.32495159978265,Hotel93
5.447858077486817,165.23750987347276,Hotel94
5.713882854596059,204.93291876772022,Hotel95
5.102814784965053,169.94565449893184,Hotel96
5.041607341744578,293.3451086238757,Hotel97
5.418093277785156,294.2385843629735,Hotel98
5.180602059574669,116.06436603467033,Hotel99
4.192274734413225,311.42696534798114,Hotel100
5.440367700526156,347.35853830370473,Hotel101
5.834519779192633,198.62514670872704,Hotel102
5.805720818338984,216.4860031818383,Hotel103
6.124545021626259,168.87282553422392,Hotel104
5.832117139961676,145.72378569243318,Hotel105
5.270997841218406,361.6877403301006,Hotel106
5.327472890651218,244.80178106312118,Hotel107
6.48527005804716,206.19546451512886,Hotel108
5.391350101057179,302.9478533378406,Hotel109
6.5596476802723505,211.7106992857975,Hotel110
5.309594814795239,312.3415686330516,Hotel111
5.661991426356491,310.465435536867,Hotel112
6.478331576234659,255.55697100201317,Hotel113
4.835910600177349,267.23313732358423,Hotel114
5.205468262645737,319.03109048960187,Hotel115
6.212033665178491,319.8898499660682,Hotel116
5.4292339679679005,144.9907341499494,Hotel117
5.858531426863558,306.3357739667549,Hotel118
5.049348440071635,292.4338379596797,Hotel119
5.798173627184718,228.74162477635778,Hotel120
5.840109263889662,191.3284884260905,Hotel121
3.990911217569721,262.72322924933377,Hotel122
4.272800395324603,295.23878005729637,Hotel123
5.441156441766572,284.46275290683366,Hotel124
4.956148144051017,285.60395396205485,Hotel125
5.53258062024343,190.36253195830412,Hotel126
5.260565986070254,421.4248634366512,Hotel127
4.697869987248248,278.7416076583616,Hotel128
5.284927831973899,215.187787625271,Hotel129
6.848777007820458,246.9091703205577,Hotel130
5.862613382599298,124.57179943200748,Hotel131
5.683510376750956,206.65224227934453,Hotel132
5.905648256042608,312.01291828853454,Hotel133
6.249112599644684,207.16548340284285,Hotel134
5.198207948521648,204.16501918896623,Hotel135
4.865135664235596,336.8647981075426,Hotel136
5.349780240210144,261.6447683934964,Hotel137
4.399356540546721,272.15776664047024,Hotel138
5.654677257745529,316.67756273710154,Hotel139
5.978450271303812,250.78917968732836,Hotel140
4.3494913928800925,253.953272554985,Hotel141
4.842146793595512,215.42379513312306,Hotel142
4.20713659711131,199.12999229233097,Hotel143
5.4207011632662185,300.2115743989314,Hotel144
6.157729197182284,289.6753721302997,Hotel145
5.3336475581836,222.28821165324524,Hotel146
5.758196569011649,225.13328972080768,Hotel147
6.320040780846506,253.00813815447313,Hotel148
5.47198056212696,330.5110592455215,Hotel149
3.925199863345539,223.2840717627306,Hotel150
5.773063314542644,262.35301114178185,Hotel151
4.389068706234229,244.0744624982553,Hotel152
6.787948219024418,176.7444259938435,Hotel153
6.221029639208039,175.81819687527974,Hotel154
5.897658494233063,386.4988102088838,Hotel155
6.7785174645331105,288.1123420934488,Hotel156
4.936304937358627,205.97521768998786,Hotel157
5.706264373091538,289.04498540010616,Hotel158
5.741375139188907,314.78904963675626,Hotel159
6.193666704878177,275.11864557882865,Hotel160
6.05001537392632,183.221988416922,Hotel161
5.369075023592983,186.76413539634822,Hotel162
5.8688852567641705,151.55288853978357,Hotel163
6.114155210610519,333.79668178361123,Hotel164
5.695146833179091,241.01392385067248,Hotel165
4.815086983078307,230.87975254531196,Hotel166
5.658136901120435,354.9157659242396,Hotel167
4.815788187455364,183.558615672175,Hotel168
5.799197405665199,286.1566627493122,Hotel169
5.023814237759879,216.56652058467026,Hotel170
5.019224432715898,259.8417091863832,Hotel171
5.5090080067452885,304.9090450852421,Hotel172
4.586264972230788,269.1226989588003,Hotel173
5.001755894010318,163.4863950073116,Hotel174
5.663581934090722,267.122750024781,Hotel175
4.566178369155383,337.8573171206497,Hotel176
5.800001281730822,308.43386821493635,Hotel177
6.01511445825161,326.64576523951047,Hotel178
4.880185631339522,203.095214617497,Hotel179
3.3067466533885064,286.45999787449654,Hotel180
4.807120348347949,248.49219438913897,Hotel181
6.495619407392109,290.31822404379415,Hotel182
5.921778931290469,162.4066715825325,Hotel183
4.872361520807355,309.58731159448644,Hotel184
5.785259800702232,343.1432028617994,Hotel185
5.980062828675314,154.15970188093482,Hotel186
4.564140085072346,261.64174842093297,Hotel187
4.807174223209952,493.14010967330205,Hotel188
6.161097077116273,215.8501325770731,Hotel189
3.8070211938564644,344.9000303729748,Hotel190
5.871259240743574,229.16175802865695,Hotel191
6.58912822768153,178.7737722122953,Hotel192
5.886679599932097,247.5658600549383,Hotel193
6.253714915422033,276.6578374042539,Hotel194
5.948040961173124,235.47876933306046,Hotel195
6.390565973865167,149.35347461025893,Hotel196
5.492380822807173,227.0992843311392,Hotel197
5.3551755479013865,263.28931536769784,Hotel198
5.284653876334442,143.02928101269498,Hotel199
3.674238125108315,254.95259567567047,Hotel200
4.425022516371773,169.52386087631555,Hotel201
4.837568431388829,137.4586873335476,Hotel202
4.987577646007415,106.91813282490308,Hotel203
5.4992641845952495,70.70000000000002,Hotel204
