X,Y,Cluster
3.1209116290845116,401.45876060551836,Diamond
2.3953650273096634,327.55140704530936,Diamond
2.0922362542713184,471.35405080202054,Diamond
2.9754184009637656,275.62530667878013,Cross
3.3702858883395606,244.23910471331737,Cross
4.928210520090129,272.68689086447233,Diamond
3.895244892636149,233.99591645848534,Diamond
5.780546610381428,180.29873732144975,Circle
2.9980732865402335,288.29347256862684,Circle
2.950715703919858,464.38466889684696,Cross
3.721526009995338,317.3333705946083,Diamond
2.098225118687723,366.4462009467575,Diamond
3.8684492874460163,317.49180357890964,Cross
1.917668830931805,374.38937663051456,Diamond
4.86251944672521,169.98071870220627,Diamond
4.00189214406073,256.44301038517676,Diamond
4.342621337291646,207.2174051439345,Circle
1.1828268379074238,462.51871739143803,Diamond
5.8763799111048955,392.44986577161654,Diamond
2.6728034880360454,365.99830151719283,Diamond
3.5445694746773873,322.8004314878067,Cross
3.2940474251934764,395.76620443355284,Cross
1.8181061475109235,316.69656015203077,Diamond
3.1566618143505476,208.41871438010884,Cross
2.315899248332315,351.2301264132456,Diamond
3.633393342090301,263.96302308132874,Circle
3.492056523659964,222.6630680235536,Cross
1.6441167169466457,403.5304585506416,Circle
2.3134983297267873,297.1298349317012,Diamond
2.45564338260355,374.2975261852615,Diamond
1.724439366462946,482.4598040994181,Cross
2.7738780877482943,386.62217166190936,Diamond
4.9079185636038805,140.057731076977,Cross
3.4164884099134425,422.55333348310853,Circle
4.907844551026981,252.3414714498002,Cross
1.7255118932324365,241.69577057409282,Diamond
2.6416824789093414,400.96037400887155,Circle
2.721293685323907,338.84610839137815,Diamond
2.9114526985106997,429.2461363027361,Circle
3.6847363412760674,448.07990857875956,Diamond
6.040771296869057,159.2628523108835,Cross
1.9294968391567053,425.3076394307605,Circle
6.096970063684111,11.19190210076573,Diamond
3.252826119233408,377.3684762114239,Circle
5.43541518536529,249.1956798756947,Diamond
3.601219396138127,289.73561408138977,Cross
4.176224169699566,386.44344818331206,Diamond
5.495409055775908,199.93236183515677,Diamond
3.0803342688785027,181.35074622339698,Circle
4.67575102433349,282.6664356363208,Cross
4.034602917622288,282.3158162738529,Circle
2.6223733855523834,286.8668789006158,Diamond
1.9519558958168315,429.8874120152388,Circle
4.31058163620768,332.6679911210942,Circle
4.427614558901361,172.718937146293,Diamond
3.164640755324973,455.4911353646735,Cross
2.4540941451624994,366.07522216495687,Cross
4.158815838902911,225.93146641154615,Cross
3.2948726039584746,293.9652949439582,Cross
4.256891346642396,402.1508476011509,Circle
2.4205287216004026,362.9908636393455,Cross
4.115909848478718,218.84797977719148,Cross
3.863235104098285,333.2885153547587,Circle
2.714258935826952,428.60892490887204,Cross
3.0865562778803928,486.40215114449245,Cross
1.631827550135032,301.4681854032762,Cross
2.149745115498939,329.6375856481693,Diamond
4.765740963863507,181.76916030758053,Cross
3.4508414179132054,140.1442707040923,Circle
2.7938058474334886,551.65681617575,Circle
4.561871587426239,339.2266694481359,Cross
2.9607683992868736,408.98978744839184,Diamond
3.0991177110091095,439.1793182525155,Circle
4.37637896911089,129.79920475890077,Cross
4.750179530813805,141.53034974444532,Circle
4.653481149217394,261.83979471125303,Diamond
4.8637612827464665,343.7787194816646,Circle
5.300718641041461,217.19621304077876,Circle
3.6983094475242213,396.980666999006,Circle
2.8148207810943955,303.882065675946,Circle
3.7813521014503797,519.9296718300627,Circle
3.277928032047025,393.53943286650315,Circle
4.181931651641943,313.66077812016806,Diamond
3.2863763325090796,273.7100738588782,Cross
1.835830211314761,666.7960696071834,Cross
3.4150709981626,411.8604349415837,Diamond
4.093201949328928,414.24074708997455,Cross
3.8368337468120526,395.63038161734494,Circle
3.7410637150987474,284.57487228432547,Diamond
5.329938070255469,158.96833300054828,Cross
2.7411205754989867,237.35686155690698,Circle
2.1887979281719887,422.37634466701587,Cross
3.2732945210757536,294.0461087328197,Diamond
3.950445224346667,353.11331488175006,Diamond
0.9096595521514406,489.1130787877871,Circle
3.7344352827787204,353.17107663700546,Diamond
3.6010869907210292,193.29437651634257,Diamond
2.5785046517410173,276.80375620087494,Cross
3.8633409153365244,250.62811260336926,Diamond
2.5888537076713445,432.23360164629185,Circle
5.003695004737857,81.23460122417299,Diamond
3.5274984262334077,206.8495807457454,Diamond
2.937930776154323,230.4536311831742,Cross
2.7638239305784387,394.3987631159268,Circle
5.26432570950126,195.3762944966662,Cross
3.1742396015361978,412.10545834848074,Diamond
5.116550999385245,378.36921696905375,Cross
4.523567955875094,200.54061798322678,Diamond
3.22987395608315,306.376638901275,Diamond
4.716739204071896,186.28064970634983,Circle
3.50278931511096,420.9107788111685,Diamond
6.458989100785464,186.7503922299536,Circle
4.060704834158901,369.26984072510993,Diamond
3.262953672717697,371.5427352988459,Diamond
3.7320319614649615,150.2612210083713,Diamond
3.721733599466404,344.14924626823995,Circle
4.2516847276168,39.632456804775586,Diamond
3.6162657972810757,414.3733235054246,Circle
2.2070644039881198,496.3640584851829,Diamond
2.9723252036593237,453.4111363486223,Diamond
4.557421561600177,378.9249674647795,Diamond
3.5134005899336436,148.19029636051943,Circle
4.897765447942273,10.090842481916525,Circle
2.7412942109105467,343.64139492402785,Diamond
