Distance,CostPerNight,Label
1.8911223311634577,800.295207761313,Hotel 0
1.2135236496533146,790.0526100784912,Hotel 1
1.1227101037586493,740.2079515321159,Hotel 2
1.620989548750205,803.143668834998,Hotel 3
1.1441595743567454,794.67717659038,Hotel 4
2.212711592530664,723.540603344978,Hotel 5
1.5758067485851788,729.7283967255174,Hotel 6
1.5817044018055535,719.6485564609493,Hotel 7
1.5883757314012552,863.0146505511739,Hotel 8
0.8963932944042021,684.1328307351738,Hotel 9
1.1516537812040184,705.6081741651377,Hotel 10
0.9146107882613439,741.5802581593393,Hotel 11
1.7357593367318467,732.2208256104426,Hotel 12
2.2116292132259714,773.8484985834152,Hotel 13
1.193410725059647,780.8312075066866,Hotel 14
1.4187293604670739,746.364929920567,Hotel 15
1.0813139233644051,823.2579173291728,Hotel 16
1.491455159621255,692.399733698591,Hotel 17
1.8758103311277123,753.9971703804737,Hotel 18
2.343041034001252,772.3668586608419,Hotel 19
1.218723415374189,876.1800440031274,Hotel 20
1.8149994580911528,723.3105969492192,Hotel 21
0.7030872818396974,826.5864438214566,Hotel 22
1.739176412713178,750.3054415264704,Hotel 23
1.69676264460242,828.7945548899091,Hotel 24
1.6436021452803837,743.5297711544005,Hotel 25
2.0599297021994314,763.393142552741,Hotel 26
1.612281733374422,628.3510223871416,Hotel 27
1.6069242112869944,763.9397281254763,Hotel 28
1.3427777571022617,736.5865635653645,Hotel 29
1.6649353358644738,724.2790598799849,Hotel 30
1.7767639270366793,814.1234093393924,Hotel 31
1.5480608707151893,764.8102990644145,Hotel 32
1.1873415213852079,719.0016072528206,Hotel 33
1.4541473017740438,677.0720687488287,Hotel 34
2.038169032466646,757.5028633278114,Hotel 35
2.05179768385144,775.7267615551219,Hotel 36
1.8555397337952737,879.6020225531698,Hotel 37
1.3184234851362886,773.0539142465669,Hotel 38
1.6388602695704488,743.7753440819333,Hotel 39
1.8298651165190298,737.4670581205036,Hotel 40
1.9994326969320477,708.3049021371321,Hotel 41
0.21211374050205123,788.7422618893892,Hotel 42
1.853891520459161,729.3190246291256,Hotel 43
2.3634327288617225,686.0575042000938,Hotel 44
