Distance,Cost Per Night,Label
8.30082003368567,763.3969927427636,Hotel 0
6.331855437860739,662.6404719559889,Hotel 1
4.956744823874491,687.5548746222134,Hotel 2
2.784018753218826,582.6242025947148,Hotel 3
5.3538725891033225,181.0384672244837,Hotel 4
6.369570102664592,377.6483398076195,Hotel 5
7.700629541097253,986.2204132610063,Hotel 6
6.4608034394451375,745.6633920234789,Hotel 7
5.007223431952901,432.77276933765546,Hotel 8
6.039870028222034,707.1733482652296,Hotel 9
5.776614280582029,496.6109317521789,Hotel 10
6.033251749722732,887.8357054589841,Hotel 11
9.219338434873226,245.12257095240173,Hotel 12
7.327823675071769,757.687897477227,Hotel 13
6.109262178196849,275.7518726922316,Hotel 14
7.127283155137386,391.33303348932543,Hotel 15
5.537837132156349,764.3342114021495,Hotel 16
11.605029729337431,647.0775384298973,Hotel 17
8.765416448652541,803.485143589127,Hotel 18
8.136671956473693,654.1470075002477,Hotel 19
8.77893108150726,354.0039034352837,Hotel 20
5.374533164742265,474.13735353879986,Hotel 21
9.294002933953841,454.313705084847,Hotel 22
6.006162197983792,495.4385473650908,Hotel 23
4.731908766029147,467.0529238894979,Hotel 24
4.179847851768844,501.3598084447198,Hotel 25
5.810499539349896,579.7467547666716,Hotel 26
9.855213513957885,728.4997548248812,Hotel 27
6.03241892684757,690.107662448207,Hotel 28
6.702089285286427,575.3926054601167,Hotel 29
7.90795208680036,437.5329841929885,Hotel 30
5.064907083980761,593.7193788572558,Hotel 31
3.1426747721330157,515.1912071945668,Hotel 32
7.321923952955396,471.52605275497,Hotel 33
6.582593971325534,102.76517354276778,Hotel 34
7.3024763691736885,205.34541978830433,Hotel 35
6.384017976261692,593.1246577292299,Hotel 36
7.1409251697363265,482.8576891933872,Hotel 37
4.460312957485112,570.8917963580353,Hotel 38
5.546570283173863,682.0538780700216,Hotel 39
8.494855210616716,304.94353970113156,Hotel 40
3.220093358231199,526.5189205550396,Hotel 41
8.958977789911962,623.3386785474097,Hotel 42
5.327708111099101,630.3637304725768,Hotel 43
7.837910630108039,372.91738831663145,Hotel 44
4.612651731571203,713.330562131604,Hotel 45
6.675468154950807,1005.751738940324,Hotel 46
7.847512433000985,380.1538144101875,Hotel 47
4.564191142916767,414.89305283732017,Hotel 48
9.121473586398583,978.4489861883047,Hotel 49
6.130438929364806,619.4216628629114,Hotel 50
5.1824921333483145,816.3185337052496,Hotel 51
7.952683692987383,613.3499903062693,Hotel 52
7.915604785626494,788.6620494305273,Hotel 53
6.305796818789768,685.4345457229128,Hotel 54
4.883607552979947,718.6658046068293,Hotel 55
7.423196970104049,757.211376050324,Hotel 56
5.393503185204261,317.409125064743,Hotel 57
9.94629018753118,354.4100671078358,Hotel 58
5.738619251896208,791.5232939621,Hotel 59
6.037598225765881,669.107805098149,Hotel 60
