Distance,Cost Per Night,Label
6.1844151298793095,375.8160463547703,Hotel 0
6.045527118430291,217.95460538512486,Hotel 1
4.940521701135488,421.68229768903075,Hotel 2
4.790048562974472,407.0023856095917,Hotel 3
4.3431247229000896,376.3849298738439,Hotel 4
6.765809418205133,370.0589920702837,Hotel 5
7.212988997618077,515.914157961745,Hotel 6
6.521876268564418,373.9131985896291,Hotel 7
5.862915230667471,206.54338405018993,Hotel 8
4.784893372190566,333.5984252771279,Hotel 9
6.6040386381120495,375.0372589599906,Hotel 10
4.908986967687718,324.5709957580653,Hotel 11
5.673168368019016,310.5052399250657,Hotel 12
5.3831756726284405,313.6069826597016,Hotel 13
5.560477496214118,385.9541570690519,Hotel 14
5.307096631948564,330.9272078748295,Hotel 15
5.185827395528707,307.3783624955144,Hotel 16
5.820941580587641,286.19555551480175,Hotel 17
5.4030980622003515,383.5892150034802,Hotel 18
5.167546393049396,233.7492207823672,Hotel 19
5.665876012935415,574.1040822393411,Hotel 20
4.865155757884885,324.29692616797286,Hotel 21
4.624106603504641,304.8709471364934,Hotel 22
6.417435448164811,391.1364912550693,Hotel 23
5.935050268025884,343.9100504503164,Hotel 24
5.603957866795893,334.105558605077,Hotel 25
7.062417213177825,306.76584852250807,Hotel 26
6.624840719051486,422.3294106505176,Hotel 27
6.538997658903053,581.4086018370906,Hotel 28
5.629926579659423,346.77699346698597,Hotel 29
5.532140960258894,183.92272074719446,Hotel 30
6.522746830650862,352.172818149495,Hotel 31
4.033838013509143,479.55346369380874,Hotel 32
5.788635049474522,323.4265391235913,Hotel 33
7.428957540275794,367.96234297338106,Hotel 34
5.6000552510871335,357.67641637740604,Hotel 35
5.214838858506807,242.70130434374113,Hotel 36
5.573926692745508,432.71323670941183,Hotel 37
5.358958884016131,309.8810727375959,Hotel 38
5.492367573368975,464.0028282578353,Hotel 39
6.278826335692588,264.3825099496873,Hotel 40
5.126621819410868,285.3731307967618,Hotel 41
6.020621261438601,325.4162969458182,Hotel 42
6.223610237179327,381.3440293469341,Hotel 43
5.8860558355929955,394.97020746223785,Hotel 44
4.873538503631137,433.40128525909034,Hotel 45
4.5410575537047535,394.8097757313398,Hotel 46
5.210452196388905,294.1299028101756,Hotel 47
6.014708948231846,159.45682698774453,Hotel 48
5.393668581312926,280.3167744759253,Hotel 49
6.416529301946915,408.6101965262005,Hotel 50
5.135531756109215,417.6813875474875,Hotel 51
4.035552602434778,356.54845991919973,Hotel 52
6.403117231625406,389.75631306851545,Hotel 53
4.654642601799201,324.1976738376067,Hotel 54
6.106182827491876,437.255801149394,Hotel 55
4.498865473731674,233.895843670174,Hotel 56
5.2174488349852375,311.7033949045291,Hotel 57
4.5957945269708675,400.01095723585104,Hotel 58
4.70228083729196,337.976336518917,Hotel 59
6.109937063354506,354.22658760705576,Hotel 60
2.542451655438252,490.2709811112695,Hotel 61
6.332587890097259,330.5472278059567,Hotel 62
5.7641878612854285,349.6826561816309,Hotel 63
6.288352981053837,431.4141118195458,Hotel 64
5.296482778610652,320.9379756821997,Hotel 65
5.613009475986029,344.1241854348529,Hotel 66
4.631297976950548,462.5774397450109,Hotel 67
5.382465405130041,393.06526851043265,Hotel 68
5.065087327900371,479.3146488164841,Hotel 69
5.5156471595866385,484.38842255550844,Hotel 70
4.408985106909513,180.84641087276384,Hotel 71
7.5136274511996515,385.36844337047296,Hotel 72
6.632346544296717,359.97480460243673,Hotel 73
3.9036417294357912,413.3459407243054,Hotel 74
7.838332142516303,257.000390146057,Hotel 75
4.504135194994164,371.8908357891811,Hotel 76
5.278745103725259,252.88351704302804,Hotel 77
5.545850331518875,314.0292427208075,Hotel 78
5.906909193714707,424.937825181843,Hotel 79
6.33899903300964,269.11956976916196,Hotel 80
4.568233689480093,410.7634418549279,Hotel 81
7.213260036815369,488.8579049784439,Hotel 82
